Name,Parameter_ID,Value
Pure Fiji English (basilectal FijiE),190,?
Bislama,190,X
Tok Pisin,190,X
Hawaiʼi Creole,190,D
Falkland Islands English,190,C
St. Helena English,190,B
Tristan da Cunha English,190,B
Philippine English,190,D
Cape Flats English,190,C
Orkney and Shetland English,191,D
Scottish English,191,D
Irish English,191,D
Manx English,191,D
Welsh English,191,D
English dialects in the North of England,191,D
English dialects in the Southwest of England,191,X
East Anglian English,191,D
English dialects in the Southeast of England,191,D
Channel Islands English,191,D
British Creole,191,D
Maltese English,191,?
Newfoundland English,191,D
Colloquial American English,191,?
Urban African American Vernacular English,191,C
Rural African American Vernacular English,191,D
Earlier African American Vernacular English,191,C
Ozark English,191,D
Appalachian English,191,D
Southeast American enclave dialects,191,C
Gullah,191,D
Chicano English,191,D
Bahamian English,191,D
Bahamian Creole,191,D
Barbadian Creole (Bajan),191,D
Jamaican English,191,D
Jamaican Creole,191,D
San Andrés Creole,191,D
Belizean Creole,191,D
Guyanese Creole (Creolese),191,D
Eastern Maroon Creole,191,X
Saramaccan,191,D
Sranan,191,D
Trinidadian Creole,191,C
Vincentian Creole,191,D
Krio (Sierra Leone Creole),191,D
Liberian Settler English,191,D
Vernacular Liberian English,191,D
Ghanaian English,191,D
Ghanaian Pidgin,191,D
Nigerian English,191,D
Nigerian Pidgin,191,D
Cameroon English,191,D
Cameroon Pidgin,191,D
Tanzanian English,191,X
Kenyan English,191,X
Ugandan English,191,D
White Zimbabwean English,191,D
Black South African English,191,C
Indian South African English,191,D
White South African English,191,D
Indian English,191,C
Pakistani English,191,D
Butler English,191,C
Sri Lankan English,191,D
Hong Kong English,191,D
Colloquial Singapore English (Singlish),191,D
Malaysian English,191,D
Australian English,191,D
Australian Vernacular English,191,X
Aboriginal English,191,D
Roper River Creole (Kriol),191,D
Torres Strait Creole,191,D
New Zealand English,191,D
Norfolk Island/ Pitcairn English,191,D
Palmerston English,191,?
Acrolectal Fiji English,191,D
Pure Fiji English (basilectal FijiE),191,D
Bislama,191,C
Tok Pisin,191,X
Hawaiʼi Creole,191,D
Falkland Islands English,191,D
St. Helena English,191,C
Tristan da Cunha English,191,D
Philippine English,191,D
Cape Flats English,191,D
Orkney and Shetland English,192,D
Scottish English,192,D
Irish English,192,B
Manx English,192,D
Welsh English,192,B
English dialects in the North of England,192,B
English dialects in the Southwest of England,192,C
East Anglian English,192,B
English dialects in the Southeast of England,192,D
Channel Islands English,192,D
British Creole,192,D
Maltese English,192,D
Newfoundland English,192,C
Colloquial American English,192,X
Urban African American Vernacular English,192,C
Rural African American Vernacular English,192,C
Earlier African American Vernacular English,192,D
Ozark English,192,D
Appalachian English,192,C
Southeast American enclave dialects,192,D
Gullah,192,D
Chicano English,192,D
Bahamian English,192,B
Bahamian Creole,192,D
Barbadian Creole (Bajan),192,D
Jamaican English,192,D
Jamaican Creole,192,B
San Andrés Creole,192,D
Belizean Creole,192,D
Guyanese Creole (Creolese),192,D
Eastern Maroon Creole,192,X
Saramaccan,192,D
Sranan,192,D
Trinidadian Creole,192,D
Vincentian Creole,192,B
Krio (Sierra Leone Creole),192,A
Liberian Settler English,192,D
Vernacular Liberian English,192,D
Ghanaian English,192,D
Ghanaian Pidgin,192,A
Nigerian English,192,D
Nigerian Pidgin,192,A
Cameroon English,192,D
Cameroon Pidgin,192,A
Tanzanian English,192,X
Kenyan English,192,D
Ugandan English,192,D
White Zimbabwean English,192,D
Black South African English,192,B
Indian South African English,192,D
White South African English,192,D
Indian English,192,D
Pakistani English,192,D
Butler English,192,C
Sri Lankan English,192,D
Hong Kong English,192,D
Colloquial Singapore English (Singlish),192,D
Malaysian English,192,D
Australian English,192,D
Australian Vernacular English,192,X
Aboriginal English,192,D
Roper River Creole (Kriol),192,D
Torres Strait Creole,192,D
New Zealand English,192,D
Norfolk Island/ Pitcairn English,192,D
Palmerston English,192,?
Acrolectal Fiji English,192,D
Pure Fiji English (basilectal FijiE),192,D
Bislama,192,X
Tok Pisin,192,X
Hawaiʼi Creole,192,D
Falkland Islands English,192,D
St. Helena English,192,D
Tristan da Cunha English,192,D
Philippine English,192,D
Cape Flats English,192,D
Orkney and Shetland English,193,D
Scottish English,193,C
Irish English,193,B
Manx English,193,A
Welsh English,193,C
English dialects in the North of England,193,C
English dialects in the Southwest of England,193,A
East Anglian English,193,C
English dialects in the Southeast of England,193,B
Channel Islands English,193,B
British Creole,193,C
Maltese English,193,?
Newfoundland English,193,A
Colloquial American English,193,X
Urban African American Vernacular English,193,B
Rural African American Vernacular English,193,B
Earlier African American Vernacular English,193,B
Ozark English,193,B
Appalachian English,193,B
Southeast American enclave dialects,193,B
Gullah,193,A
Chicano English,193,C
Bahamian English,193,D
Bahamian Creole,193,C
Barbadian Creole (Bajan),193,D
Jamaican English,193,C
Jamaican Creole,193,B
San Andrés Creole,193,D
Belizean Creole,193,B
Guyanese Creole (Creolese),193,D
Eastern Maroon Creole,193,X
Saramaccan,193,D
Sranan,193,D
Trinidadian Creole,193,C
Vincentian Creole,193,C
Krio (Sierra Leone Creole),193,D
Liberian Settler English,193,C
Vernacular Liberian English,193,C
Ghanaian English,193,D
Ghanaian Pidgin,193,C
Nigerian English,193,D
Nigerian Pidgin,193,D
Cameroon English,193,D
Cameroon Pidgin,193,X
Tanzanian English,193,X
Kenyan English,193,?
Ugandan English,193,D
White Zimbabwean English,193,D
Black South African English,193,D
Indian South African English,193,C
White South African English,193,D
Indian English,193,C
Pakistani English,193,D
Butler English,193,B
Sri Lankan English,193,D
Hong Kong English,193,A
Colloquial Singapore English (Singlish),193,D
Malaysian English,193,D
Australian English,193,B
Australian Vernacular English,193,B
Aboriginal English,193,B
Roper River Creole (Kriol),193,A
Torres Strait Creole,193,A
New Zealand English,193,D
Norfolk Island/ Pitcairn English,193,A
Palmerston English,193,A
Acrolectal Fiji English,193,?
Pure Fiji English (basilectal FijiE),193,C
Bislama,193,B
Tok Pisin,193,X
Hawaiʼi Creole,193,B
Falkland Islands English,193,C
St. Helena English,193,B
Tristan da Cunha English,193,C
Philippine English,193,C
Cape Flats English,193,D
Orkney and Shetland English,194,D
Scottish English,194,D
Irish English,194,B
Manx English,194,D
Welsh English,194,D
English dialects in the North of England,194,B
English dialects in the Southwest of England,194,C
East Anglian English,194,D
English dialects in the Southeast of England,194,?
Channel Islands English,194,C
British Creole,194,D
Maltese English,194,B
Newfoundland English,194,?
Colloquial American English,194,X
Urban African American Vernacular English,194,B
Rural African American Vernacular English,194,B
Earlier African American Vernacular English,194,D
Ozark English,194,D
Appalachian English,194,C
Southeast American enclave dialects,194,B
Gullah,194,B
Chicano English,194,D
Bahamian English,194,D
Bahamian Creole,194,D
Barbadian Creole (Bajan),194,D
Jamaican English,194,D
Jamaican Creole,194,B
San Andrés Creole,194,D
Belizean Creole,194,C
Guyanese Creole (Creolese),194,D
Eastern Maroon Creole,194,X
Saramaccan,194,D
Sranan,194,B
Trinidadian Creole,194,C
Vincentian Creole,194,D
Krio (Sierra Leone Creole),194,D
Liberian Settler English,194,C
Vernacular Liberian English,194,B
Ghanaian English,194,C
Ghanaian Pidgin,194,B
Nigerian English,194,C
Nigerian Pidgin,194,A
Cameroon English,194,B
Cameroon Pidgin,194,A
Tanzanian English,194,X
Kenyan English,194,C
Ugandan English,194,D
White Zimbabwean English,194,D
Black South African English,194,A
Indian South African English,194,B
White South African English,194,C
Indian English,194,A
Pakistani English,194,D
Butler English,194,D
Sri Lankan English,194,D
Hong Kong English,194,A
Colloquial Singapore English (Singlish),194,D
Malaysian English,194,B
Australian English,194,D
Australian Vernacular English,194,B
Aboriginal English,194,C
Roper River Creole (Kriol),194,D
Torres Strait Creole,194,D
New Zealand English,194,?
Norfolk Island/ Pitcairn English,194,C
Palmerston English,194,?
Acrolectal Fiji English,194,C
Pure Fiji English (basilectal FijiE),194,A
Bislama,194,B
Tok Pisin,194,?
Hawaiʼi Creole,194,D
Falkland Islands English,194,D
St. Helena English,194,?
Tristan da Cunha English,194,D
Philippine English,194,C
Cape Flats English,194,D
Orkney and Shetland English,195,D
Scottish English,195,D
Irish English,195,D
Manx English,195,D
Welsh English,195,D
English dialects in the North of England,195,D
English dialects in the Southwest of England,195,?
East Anglian English,195,D
English dialects in the Southeast of England,195,D
Channel Islands English,195,D
British Creole,195,D
Maltese English,195,D
Newfoundland English,195,D
Colloquial American English,195,X
Urban African American Vernacular English,195,D
Rural African American Vernacular English,195,D
Earlier African American Vernacular English,195,D
Ozark English,195,D
Appalachian English,195,D
Southeast American enclave dialects,195,D
Gullah,195,D
Chicano English,195,X
Bahamian English,195,D
Bahamian Creole,195,D
Barbadian Creole (Bajan),195,D
Jamaican English,195,D
Jamaican Creole,195,D
San Andrés Creole,195,D
Belizean Creole,195,D
Guyanese Creole (Creolese),195,D
Eastern Maroon Creole,195,X
Saramaccan,195,D
Sranan,195,D
Trinidadian Creole,195,D
Vincentian Creole,195,D
Krio (Sierra Leone Creole),195,D
Liberian Settler English,195,D
Vernacular Liberian English,195,D
Ghanaian English,195,D
Ghanaian Pidgin,195,D
Nigerian English,195,D
Nigerian Pidgin,195,D
Cameroon English,195,D
Cameroon Pidgin,195,D
Tanzanian English,195,X
Kenyan English,195,X
Ugandan English,195,D
White Zimbabwean English,195,D
Black South African English,195,D
Indian South African English,195,D
White South African English,195,D
Indian English,195,D
Pakistani English,195,D
Butler English,195,X
Sri Lankan English,195,D
Hong Kong English,195,D
Colloquial Singapore English (Singlish),195,A
Malaysian English,195,B
Australian English,195,X
Australian Vernacular English,195,X
Aboriginal English,195,D
Roper River Creole (Kriol),195,B
Torres Strait Creole,195,?
New Zealand English,195,D
Norfolk Island/ Pitcairn English,195,D
Palmerston English,195,?
Acrolectal Fiji English,195,D
Pure Fiji English (basilectal FijiE),195,D
Bislama,195,D
Tok Pisin,195,X
Hawaiʼi Creole,195,C
Falkland Islands English,195,D
St. Helena English,195,D
Tristan da Cunha English,195,D
Philippine English,195,?
Cape Flats English,195,D
Orkney and Shetland English,196,D
Scottish English,196,D
Irish English,196,D
Manx English,196,D
Welsh English,196,D
English dialects in the North of England,196,D
English dialects in the Southwest of England,196,D
East Anglian English,196,D
English dialects in the Southeast of England,196,D
Channel Islands English,196,D
British Creole,196,D
Maltese English,196,D
Newfoundland English,196,D
Colloquial American English,196,X
Urban African American Vernacular English,196,D
Rural African American Vernacular English,196,D
Earlier African American Vernacular English,196,D
Ozark English,196,?
Appalachian English,196,D
Southeast American enclave dialects,196,C
Gullah,196,D
Chicano English,196,X
Bahamian English,196,D
Bahamian Creole,196,D
Barbadian Creole (Bajan),196,C
Jamaican English,196,D
Jamaican Creole,196,?
San Andrés Creole,196,D
Belizean Creole,196,?
Guyanese Creole (Creolese),196,D
Eastern Maroon Creole,196,X
Saramaccan,196,D
Sranan,196,D
Trinidadian Creole,196,D
Vincentian Creole,196,D
Krio (Sierra Leone Creole),196,?
Liberian Settler English,196,D
Vernacular Liberian English,196,D
Ghanaian English,196,D
Ghanaian Pidgin,196,D
Nigerian English,196,D
Nigerian Pidgin,196,D
Cameroon English,196,D
Cameroon Pidgin,196,D
Tanzanian English,196,X
Kenyan English,196,D
Ugandan English,196,C
White Zimbabwean English,196,D
Black South African English,196,D
Indian South African English,196,B
White South African English,196,D
Indian English,196,D
Pakistani English,196,D
Butler English,196,C
Sri Lankan English,196,D
Hong Kong English,196,D
Colloquial Singapore English (Singlish),196,D
Malaysian English,196,A
Australian English,196,X
Australian Vernacular English,196,X
Aboriginal English,196,D
Roper River Creole (Kriol),196,D
Torres Strait Creole,196,D
New Zealand English,196,D
Norfolk Island/ Pitcairn English,196,?
Palmerston English,196,?
Acrolectal Fiji English,196,X
Pure Fiji English (basilectal FijiE),196,D
Bislama,196,?
Tok Pisin,196,X
Hawaiʼi Creole,196,D
Falkland Islands English,196,D
St. Helena English,196,D
Tristan da Cunha English,196,D
Philippine English,196,D
Cape Flats English,196,D
Orkney and Shetland English,197,?
Scottish English,197,D
Irish English,197,D
Manx English,197,D
Welsh English,197,D
English dialects in the North of England,197,B
English dialects in the Southwest of England,197,C
East Anglian English,197,B
English dialects in the Southeast of England,197,D
Channel Islands English,197,C
British Creole,197,?
Maltese English,197,?
Newfoundland English,197,?
Colloquial American English,197,?
Urban African American Vernacular English,197,B
Rural African American Vernacular English,197,B
Earlier African American Vernacular English,197,C
Ozark English,197,?
Appalachian English,197,D
Southeast American enclave dialects,197,B
Gullah,197,D
Chicano English,197,?
Bahamian English,197,C
Bahamian Creole,197,D
Barbadian Creole (Bajan),197,B
Jamaican English,197,?
Jamaican Creole,197,B
San Andrés Creole,197,D
Belizean Creole,197,D
Guyanese Creole (Creolese),197,B
Eastern Maroon Creole,197,X
Saramaccan,197,D
Sranan,197,D
Trinidadian Creole,197,D
Vincentian Creole,197,C
Krio (Sierra Leone Creole),197,D
Liberian Settler English,197,D
Vernacular Liberian English,197,C
Ghanaian English,197,D
Ghanaian Pidgin,197,D
Nigerian English,197,D
Nigerian Pidgin,197,C
Cameroon English,197,C
Cameroon Pidgin,197,D
Tanzanian English,197,?
Kenyan English,197,?
Ugandan English,197,B
White Zimbabwean English,197,B
Black South African English,197,B
Indian South African English,197,B
White South African English,197,C
Indian English,197,B
Pakistani English,197,D
Butler English,197,C
Sri Lankan English,197,D
Hong Kong English,197,D
Colloquial Singapore English (Singlish),197,C
Malaysian English,197,C
Australian English,197,C
Australian Vernacular English,197,X
Aboriginal English,197,D
Roper River Creole (Kriol),197,D
Torres Strait Creole,197,D
New Zealand English,197,B
Norfolk Island/ Pitcairn English,197,D
Palmerston English,197,?
Acrolectal Fiji English,197,D
Pure Fiji English (basilectal FijiE),197,D
Bislama,197,D
Tok Pisin,197,X
Hawaiʼi Creole,197,D
Falkland Islands English,197,D
St. Helena English,197,D
Tristan da Cunha English,197,D
Philippine English,197,C
Cape Flats English,197,D
Orkney and Shetland English,198,?
Scottish English,198,D
Irish English,198,B
Manx English,198,D
Welsh English,198,D
English dialects in the North of England,198,D
English dialects in the Southwest of England,198,?
East Anglian English,198,C
English dialects in the Southeast of England,198,D
Channel Islands English,198,D
British Creole,198,C
Maltese English,198,?
Newfoundland English,198,C
Colloquial American English,198,?
Urban African American Vernacular English,198,C
Rural African American Vernacular English,198,C
Earlier African American Vernacular English,198,?
Ozark English,198,B
Appalachian English,198,D
Southeast American enclave dialects,198,C
Gullah,198,C
Chicano English,198,?
Bahamian English,198,?
Bahamian Creole,198,D
Barbadian Creole (Bajan),198,D
Jamaican English,198,?
Jamaican Creole,198,B
San Andrés Creole,198,D
Belizean Creole,198,?
Guyanese Creole (Creolese),198,D
Eastern Maroon Creole,198,X
Saramaccan,198,B
Sranan,198,D
Trinidadian Creole,198,C
Vincentian Creole,198,D
Krio (Sierra Leone Creole),198,D
Liberian Settler English,198,C
Vernacular Liberian English,198,B
Ghanaian English,198,D
Ghanaian Pidgin,198,?
Nigerian English,198,D
Nigerian Pidgin,198,?
Cameroon English,198,B
Cameroon Pidgin,198,?
Tanzanian English,198,X
Kenyan English,198,D
Ugandan English,198,D
White Zimbabwean English,198,B
Black South African English,198,C
Indian South African English,198,B
White South African English,198,D
Indian English,198,A
Pakistani English,198,?
Butler English,198,B
Sri Lankan English,198,D
Hong Kong English,198,D
Colloquial Singapore English (Singlish),198,C
Malaysian English,198,A
Australian English,198,B
Australian Vernacular English,198,X
Aboriginal English,198,D
Roper River Creole (Kriol),198,?
Torres Strait Creole,198,D
New Zealand English,198,B
Norfolk Island/ Pitcairn English,198,C
Palmerston English,198,?
Acrolectal Fiji English,198,?
Pure Fiji English (basilectal FijiE),198,D
Bislama,198,D
Tok Pisin,198,X
Hawaiʼi Creole,198,D
Falkland Islands English,198,D
St. Helena English,198,?
Tristan da Cunha English,198,?
Philippine English,198,D
Cape Flats English,198,D
Orkney and Shetland English,199,D
Scottish English,199,D
Irish English,199,D
Manx English,199,D
Welsh English,199,D
English dialects in the North of England,199,D
English dialects in the Southwest of England,199,X
East Anglian English,199,D
English dialects in the Southeast of England,199,D
Channel Islands English,199,D
British Creole,199,D
Maltese English,199,D
Newfoundland English,199,?
Colloquial American English,199,?
Urban African American Vernacular English,199,D
Rural African American Vernacular English,199,D
Earlier African American Vernacular English,199,?
Ozark English,199,D
Appalachian English,199,D
Southeast American enclave dialects,199,D
Gullah,199,D
Chicano English,199,?
Bahamian English,199,D
Bahamian Creole,199,D
Barbadian Creole (Bajan),199,D
Jamaican English,199,D
Jamaican Creole,199,?
San Andrés Creole,199,D
Belizean Creole,199,?
Guyanese Creole (Creolese),199,D
Eastern Maroon Creole,199,X
Saramaccan,199,D
Sranan,199,D
Trinidadian Creole,199,D
Vincentian Creole,199,D
Krio (Sierra Leone Creole),199,D
Liberian Settler English,199,D
Vernacular Liberian English,199,D
Ghanaian English,199,D
Ghanaian Pidgin,199,D
Nigerian English,199,D
Nigerian Pidgin,199,C
Cameroon English,199,D
Cameroon Pidgin,199,D
Tanzanian English,199,X
Kenyan English,199,D
Ugandan English,199,D
White Zimbabwean English,199,?
Black South African English,199,D
Indian South African English,199,B
White South African English,199,D
Indian English,199,B
Pakistani English,199,B
Butler English,199,C
Sri Lankan English,199,D
Hong Kong English,199,D
Colloquial Singapore English (Singlish),199,D
Malaysian English,199,D
Australian English,199,X
Australian Vernacular English,199,X
Aboriginal English,199,D
Roper River Creole (Kriol),199,D
Torres Strait Creole,199,D
New Zealand English,199,D
Norfolk Island/ Pitcairn English,199,D
Palmerston English,199,?
Acrolectal Fiji English,199,D
Pure Fiji English (basilectal FijiE),199,D
Bislama,199,D
Tok Pisin,199,X
Hawaiʼi Creole,199,D
Falkland Islands English,199,D
St. Helena English,199,D
Tristan da Cunha English,199,D
Philippine English,199,D
Cape Flats English,199,D
Orkney and Shetland English,200,D
Scottish English,200,D
Irish English,200,D
Manx English,200,D
Welsh English,200,D
English dialects in the North of England,200,D
English dialects in the Southwest of England,200,X
East Anglian English,200,D
English dialects in the Southeast of England,200,D
Channel Islands English,200,D
British Creole,200,B
Maltese English,200,D
Newfoundland English,200,D
Colloquial American English,200,X
Urban African American Vernacular English,200,C
Rural African American Vernacular English,200,B
Earlier African American Vernacular English,200,D
Ozark English,200,X
Appalachian English,200,D
Southeast American enclave dialects,200,C
Gullah,200,A
Chicano English,200,D
Bahamian English,200,D
Bahamian Creole,200,A
Barbadian Creole (Bajan),200,D
Jamaican English,200,C
Jamaican Creole,200,A
San Andrés Creole,200,A
Belizean Creole,200,C
Guyanese Creole (Creolese),200,A
Eastern Maroon Creole,200,X
Saramaccan,200,A
Sranan,200,A
Trinidadian Creole,200,D
Vincentian Creole,200,B
Krio (Sierra Leone Creole),200,A
Liberian Settler English,200,B
Vernacular Liberian English,200,A
Ghanaian English,200,D
Ghanaian Pidgin,200,A
Nigerian English,200,D
Nigerian Pidgin,200,A
Cameroon English,200,C
Cameroon Pidgin,200,A
Tanzanian English,200,X
Kenyan English,200,X
Ugandan English,200,D
White Zimbabwean English,200,D
Black South African English,200,C
Indian South African English,200,D
White South African English,200,D
Indian English,200,D
Pakistani English,200,D
Butler English,200,X
Sri Lankan English,200,D
Hong Kong English,200,D
Colloquial Singapore English (Singlish),200,D
Malaysian English,200,D
Australian English,200,D
Australian Vernacular English,200,X
Aboriginal English,200,D
Roper River Creole (Kriol),200,D
Torres Strait Creole,200,D
New Zealand English,200,D
Norfolk Island/ Pitcairn English,200,?
Palmerston English,200,?
Acrolectal Fiji English,200,D
Pure Fiji English (basilectal FijiE),200,D
Bislama,200,A
Tok Pisin,200,?
Hawaiʼi Creole,200,D
Falkland Islands English,200,D
St. Helena English,200,B
Tristan da Cunha English,200,D
Philippine English,200,D
Cape Flats English,200,D
Orkney and Shetland English,201,D
Scottish English,201,D
Irish English,201,D
Manx English,201,D
Welsh English,201,D
English dialects in the North of England,201,D
English dialects in the Southwest of England,201,C
East Anglian English,201,D
English dialects in the Southeast of England,201,D
Channel Islands English,201,D
British Creole,201,B
Maltese English,201,D
Newfoundland English,201,C
Colloquial American English,201,X
Urban African American Vernacular English,201,D
Rural African American Vernacular English,201,C
Earlier African American Vernacular English,201,D
Ozark English,201,X
Appalachian English,201,D
Southeast American enclave dialects,201,C
Gullah,201,A
Chicano English,201,?
Bahamian English,201,D
Bahamian Creole,201,B
Barbadian Creole (Bajan),201,B
Jamaican English,201,C
Jamaican Creole,201,A
San Andrés Creole,201,A
Belizean Creole,201,A
Guyanese Creole (Creolese),201,A
Eastern Maroon Creole,201,A
Saramaccan,201,A
Sranan,201,A
Trinidadian Creole,201,D
Vincentian Creole,201,A
Krio (Sierra Leone Creole),201,A
Liberian Settler English,201,D
Vernacular Liberian English,201,D
Ghanaian English,201,D
Ghanaian Pidgin,201,D
Nigerian English,201,D
Nigerian Pidgin,201,B
Cameroon English,201,D
Cameroon Pidgin,201,A
Tanzanian English,201,X
Kenyan English,201,X
Ugandan English,201,D
White Zimbabwean English,201,D
Black South African English,201,D
Indian South African English,201,D
White South African English,201,D
Indian English,201,D
Pakistani English,201,?
Butler English,201,X
Sri Lankan English,201,D
Hong Kong English,201,D
Colloquial Singapore English (Singlish),201,D
Malaysian English,201,D
Australian English,201,X
Australian Vernacular English,201,X
Aboriginal English,201,D
Roper River Creole (Kriol),201,B
Torres Strait Creole,201,D
New Zealand English,201,D
Norfolk Island/ Pitcairn English,201,A
Palmerston English,201,C
Acrolectal Fiji English,201,X
Pure Fiji English (basilectal FijiE),201,D
Bislama,201,D
Tok Pisin,201,X
Hawaiʼi Creole,201,A
Falkland Islands English,201,D
St. Helena English,201,C
Tristan da Cunha English,201,C
Philippine English,201,D
Cape Flats English,201,D
Orkney and Shetland English,202,D
Scottish English,202,C
Irish English,202,A
Manx English,202,D
Welsh English,202,B
English dialects in the North of England,202,B
English dialects in the Southwest of England,202,C
East Anglian English,202,D
English dialects in the Southeast of England,202,B
Channel Islands English,202,C
British Creole,202,D
Maltese English,202,C
Newfoundland English,202,B
Colloquial American English,202,D
Urban African American Vernacular English,202,C
Rural African American Vernacular English,202,C
Earlier African American Vernacular English,202,B
Ozark English,202,C
Appalachian English,202,B
Southeast American enclave dialects,202,B
Gullah,202,C
Chicano English,202,?
Bahamian English,202,C
Bahamian Creole,202,C
Barbadian Creole (Bajan),202,B
Jamaican English,202,D
Jamaican Creole,202,D
San Andrés Creole,202,D
Belizean Creole,202,D
Guyanese Creole (Creolese),202,D
Eastern Maroon Creole,202,X
Saramaccan,202,X
Sranan,202,D
Trinidadian Creole,202,C
Vincentian Creole,202,X
Krio (Sierra Leone Creole),202,D
Liberian Settler English,202,D
Vernacular Liberian English,202,C
Ghanaian English,202,D
Ghanaian Pidgin,202,D
Nigerian English,202,D
Nigerian Pidgin,202,D
Cameroon English,202,D
Cameroon Pidgin,202,D
Tanzanian English,202,X
Kenyan English,202,D
Ugandan English,202,D
White Zimbabwean English,202,D
Black South African English,202,D
Indian South African English,202,D
White South African English,202,D
Indian English,202,D
Pakistani English,202,C
Butler English,202,?
Sri Lankan English,202,D
Hong Kong English,202,D
Colloquial Singapore English (Singlish),202,D
Malaysian English,202,D
Australian English,202,X
Australian Vernacular English,202,X
Aboriginal English,202,D
Roper River Creole (Kriol),202,D
Torres Strait Creole,202,?
New Zealand English,202,D
Norfolk Island/ Pitcairn English,202,D
Palmerston English,202,?
Acrolectal Fiji English,202,D
Pure Fiji English (basilectal FijiE),202,D
Bislama,202,D
Tok Pisin,202,X
Hawaiʼi Creole,202,D
Falkland Islands English,202,D
St. Helena English,202,B
Tristan da Cunha English,202,A
Philippine English,202,D
Cape Flats English,202,D
Orkney and Shetland English,203,D
Scottish English,203,D
Irish English,203,B
Manx English,203,B
Welsh English,203,D
English dialects in the North of England,203,B
English dialects in the Southwest of England,203,C
East Anglian English,203,D
English dialects in the Southeast of England,203,C
Channel Islands English,203,D
British Creole,203,D
Maltese English,203,C
Newfoundland English,203,C
Colloquial American English,203,B
Urban African American Vernacular English,203,C
Rural African American Vernacular English,203,C
Earlier African American Vernacular English,203,C
Ozark English,203,C
Appalachian English,203,C
Southeast American enclave dialects,203,C
Gullah,203,C
Chicano English,203,?
Bahamian English,203,C
Bahamian Creole,203,C
Barbadian Creole (Bajan),203,B
Jamaican English,203,D
Jamaican Creole,203,D
San Andrés Creole,203,A
Belizean Creole,203,D
Guyanese Creole (Creolese),203,D
Eastern Maroon Creole,203,A
Saramaccan,203,A
Sranan,203,A
Trinidadian Creole,203,D
Vincentian Creole,203,A
Krio (Sierra Leone Creole),203,D
Liberian Settler English,203,?
Vernacular Liberian English,203,D
Ghanaian English,203,D
Ghanaian Pidgin,203,D
Nigerian English,203,D
Nigerian Pidgin,203,C
Cameroon English,203,D
Cameroon Pidgin,203,C
Tanzanian English,203,X
Kenyan English,203,D
Ugandan English,203,D
White Zimbabwean English,203,D
Black South African English,203,D
Indian South African English,203,D
White South African English,203,D
Indian English,203,D
Pakistani English,203,C
Butler English,203,C
Sri Lankan English,203,D
Hong Kong English,203,D
Colloquial Singapore English (Singlish),203,D
Malaysian English,203,D
Australian English,203,X
Australian Vernacular English,203,X
Aboriginal English,203,D
Roper River Creole (Kriol),203,D
Torres Strait Creole,203,A
New Zealand English,203,D
Norfolk Island/ Pitcairn English,203,C
Palmerston English,203,?
Acrolectal Fiji English,203,D
Pure Fiji English (basilectal FijiE),203,D
Bislama,203,D
Tok Pisin,203,X
Hawaiʼi Creole,203,A
Falkland Islands English,203,C
St. Helena English,203,C
Tristan da Cunha English,203,B
Philippine English,203,D
Cape Flats English,203,D
Orkney and Shetland English,204,?
Scottish English,204,B
Irish English,204,A
Manx English,204,D
Welsh English,204,B
English dialects in the North of England,204,B
English dialects in the Southwest of England,204,B
East Anglian English,204,A
English dialects in the Southeast of England,204,B
Channel Islands English,204,B
British Creole,204,D
Maltese English,204,C
Newfoundland English,204,A
Colloquial American English,204,B
Urban African American Vernacular English,204,B
Rural African American Vernacular English,204,B
Earlier African American Vernacular English,204,C
Ozark English,204,B
Appalachian English,204,B
Southeast American enclave dialects,204,B
Gullah,204,C
Chicano English,204,?
Bahamian English,204,C
Bahamian Creole,204,D
Barbadian Creole (Bajan),204,B
Jamaican English,204,?
Jamaican Creole,204,C
San Andrés Creole,204,D
Belizean Creole,204,?
Guyanese Creole (Creolese),204,A
Eastern Maroon Creole,204,X
Saramaccan,204,D
Sranan,204,D
Trinidadian Creole,204,C
Vincentian Creole,204,B
Krio (Sierra Leone Creole),204,?
Liberian Settler English,204,B
Vernacular Liberian English,204,C
Ghanaian English,204,D
Ghanaian Pidgin,204,D
Nigerian English,204,A
Nigerian Pidgin,204,D
Cameroon English,204,B
Cameroon Pidgin,204,D
Tanzanian English,204,C
Kenyan English,204,A
Ugandan English,204,B
White Zimbabwean English,204,A
Black South African English,204,B
Indian South African English,204,A
White South African English,204,C
Indian English,204,C
Pakistani English,204,B
Butler English,204,C
Sri Lankan English,204,D
Hong Kong English,204,C
Colloquial Singapore English (Singlish),204,D
Malaysian English,204,A
Australian English,204,B
Australian Vernacular English,204,B
Aboriginal English,204,C
Roper River Creole (Kriol),204,D
Torres Strait Creole,204,?
New Zealand English,204,B
Norfolk Island/ Pitcairn English,204,D
Palmerston English,204,?
Acrolectal Fiji English,204,D
Pure Fiji English (basilectal FijiE),204,B
Bislama,204,D
Tok Pisin,204,X
Hawaiʼi Creole,204,D
Falkland Islands English,204,B
St. Helena English,204,C
Tristan da Cunha English,204,C
Philippine English,204,B
Cape Flats English,204,C
Orkney and Shetland English,205,D
Scottish English,205,D
Irish English,205,D
Manx English,205,D
Welsh English,205,D
English dialects in the North of England,205,D
English dialects in the Southwest of England,205,X
East Anglian English,205,D
English dialects in the Southeast of England,205,D
Channel Islands English,205,D
British Creole,205,D
Maltese English,205,?
Newfoundland English,205,?
